,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Team,Opponent,Home,Date,Win,Minutes
370,108.0,38.0,78.0,48.7,13.0,30.0,43.3,19.0,25.0,76.0,10.0,41.0,51.0,26.0,18.0,3.0,2.0,17.0,15.0,110.6,102.8,7.7,70.0,5.6,19.2,22.2,60.3,40.5,4.8,46.9,51.6,105.0,52.4,DAL,LAL,1,04/24/2021,W,48.0
371,129.0,50.0,84.0,59.5,16.0,37.0,43.2,13.0,16.0,81.3,1.0,35.0,36.0,36.0,15.0,8.0,8.0,22.0,13.0,102.8,110.6,-7.7,66.7,1.44,16.8,39.7,77.8,59.5,17.0,45.8,50.7,105.0,47.6,DEN,HOU,1,04/24/2021,W,48.0
372,116.0,41.0,82.0,50.0,15.0,40.0,37.5,19.0,28.0,67.9,6.0,29.0,35.0,27.0,16.0,10.0,1.0,16.0,-13.0,96.9,113.7,-16.8,66.7,2.44,17.2,20.8,72.7,44.3,9.4,45.3,49.3,95.5,41.5,HOU,DEN,0,04/24/2021,L,48.0
373,103.0,36.0,83.0,43.4,17.0,44.0,38.6,14.0,19.0,73.7,5.0,28.0,33.0,31.0,7.0,6.0,3.0,19.0,-17.0,113.7,96.9,16.8,68.4,1.44,19.5,27.3,79.2,55.7,18.9,57.1,60.7,95.5,58.5,TOR,NYK,0,04/24/2021,L,48.0
374,106.0,36.0,80.0,45.0,14.0,37.0,37.8,20.0,24.0,83.3,6.0,31.0,37.0,22.0,13.0,11.0,2.0,12.0,5.0,122.9,111.5,11.3,72.0,2.4,24.8,11.4,82.6,51.9,14.3,69.0,70.8,104.5,57.2,MIA,CHI,1,04/24/2021,W,48.0
375,110.0,37.0,85.0,43.5,9.0,31.0,29.0,27.0,32.0,84.4,9.0,37.0,46.0,22.0,17.0,9.0,8.0,23.0,2.0,111.5,122.9,-11.3,65.9,1.69,19.4,17.4,88.6,48.1,15.4,59.1,61.5,104.5,42.8,SAS,NOP,0,04/24/2021,W,48.0
376,115.0,40.0,96.0,41.7,10.0,32.0,31.3,25.0,35.0,71.4,9.0,30.0,39.0,28.0,5.0,10.0,9.0,21.0,6.0,102.0,97.0,5.1,37.5,1.07,11.5,29.8,80.0,53.3,14.1,48.4,50.1,99.0,50.2,IND,DET,1,04/24/2021,W,48.0
377,94.0,31.0,82.0,37.8,7.0,31.0,22.6,25.0,34.0,73.5,10.0,31.0,41.0,15.0,17.0,11.0,4.0,20.0,-38.0,126.9,91.3,35.7,67.3,2.06,21.4,34.6,80.4,58.3,15.4,61.1,62.5,103.5,67.4,PHI,MIL,0,04/24/2021,L,48.0
378,101.0,40.0,92.0,43.5,9.0,38.0,23.7,12.0,20.0,60.0,11.0,36.0,47.0,15.0,14.0,13.0,2.0,19.0,5.0,125.0,109.6,15.4,47.6,1.33,16.3,19.4,89.6,59.5,15.6,66.7,70.1,95.0,55.8,MIN,UTA,0,04/24/2021,W,48.0
379,132.0,49.0,95.0,51.6,18.0,40.0,45.0,16.0,24.0,66.7,16.0,39.0,55.0,33.0,16.0,10.0,4.0,28.0,38.0,109.6,125.0,-15.4,86.1,4.43,23.8,10.4,80.6,40.5,7.4,53.6,56.4,95.0,44.2,MIL,PHI,1,04/24/2021,W,48.0
380,96.0,33.0,82.0,40.2,19.0,47.0,40.4,11.0,15.0,73.3,9.0,36.0,45.0,24.0,20.0,9.0,5.0,21.0,-5.0,105.2,110.4,-5.2,73.7,1.56,21.2,19.5,79.2,51.7,18.8,56.3,59.6,96.0,48.7,UTA,MIN,1,04/24/2021,L,48.0
381,109.0,39.0,96.0,40.6,10.0,34.0,29.4,21.0,26.0,80.8,15.0,47.0,62.0,26.0,18.0,3.0,7.0,25.0,-6.0,101.9,101.9,0.0,59.5,1.29,15.7,23.1,73.6,48.6,15.7,48.8,55.5,107.0,54.4,DET,IND,0,04/24/2021,L,48.0
382,109.0,39.0,93.0,41.9,10.0,33.0,30.3,21.0,25.0,84.0,14.0,26.0,40.0,18.0,17.0,12.0,7.0,17.0,-20.0,103.8,99.0,4.8,56.4,1.57,15.4,29.5,81.8,54.3,13.3,46.4,50.9,105.0,51.5,OKC,WAS,1,04/23/2021,L,48.0
383,102.0,41.0,80.0,51.3,10.0,30.0,33.3,10.0,14.0,71.4,11.0,36.0,47.0,27.0,17.0,4.0,1.0,20.0,-6.0,110.8,128.3,-17.5,63.2,1.85,19.2,22.0,71.1,45.6,14.0,56.3,59.9,92.5,43.7,CLE,CHA,0,04/23/2021,L,48.0
384,104.0,36.0,89.0,40.4,13.0,42.0,31.0,19.0,22.0,86.4,9.0,38.0,47.0,24.0,14.0,7.0,5.0,19.0,-5.0,120.4,98.0,22.4,88.9,2.67,27.2,22.5,81.8,56.8,15.3,62.5,64.2,98.5,62.0,HOU,LAC,1,04/23/2021,L,48.0
385,109.0,37.0,86.0,43.0,11.0,32.0,34.4,24.0,28.0,85.7,6.0,41.0,47.0,26.0,11.0,12.0,7.0,19.0,5.0,103.8,121.7,-17.9,46.2,1.06,12.9,28.6,64.4,44.6,16.2,47.3,52.4,105.5,41.1,BKN,BOS,1,04/23/2021,W,48.0
386,108.0,40.0,94.0,42.6,14.0,40.0,35.0,14.0,18.0,77.8,15.0,23.0,38.0,26.0,5.0,7.0,1.0,16.0,6.0,100.0,105.8,-5.8,55.3,1.11,14.7,30.0,84.0,54.5,18.3,49.5,51.5,103.5,41.9,CHA,CLE,1,04/23/2021,W,48.0
387,129.0,48.0,93.0,51.6,18.0,32.0,56.3,15.0,16.0,93.8,12.0,38.0,50.0,25.0,20.0,7.0,7.0,23.0,20.0,120.8,125.0,-4.2,60.9,2.33,18.8,32.7,75.5,53.5,11.3,55.2,59.3,105.0,48.6,WAS,OKC,0,04/23/2021,W,48.0
388,97.0,34.0,88.0,38.6,13.0,46.0,28.3,16.0,20.0,80.0,6.0,30.0,36.0,26.0,9.0,9.0,7.0,14.0,-21.0,105.8,100.0,5.8,70.3,2.36,19.0,16.0,70.0,45.5,10.7,49.4,55.4,103.5,58.1,DEN,GSW,0,04/23/2021,L,48.0
389,128.0,46.0,96.0,47.9,14.0,35.0,40.0,22.0,27.0,81.5,14.0,36.0,50.0,28.0,12.0,6.0,3.0,20.0,-2.0,121.3,113.3,8.0,65.0,5.2,19.7,29.8,61.0,42.9,5.6,50.0,53.0,89.5,49.5,POR,MEM,1,04/23/2021,L,48.0
390,109.0,39.0,97.0,40.2,12.0,34.0,35.3,19.0,23.0,82.6,14.0,44.0,58.0,22.0,14.0,8.0,3.0,19.0,5.0,113.3,121.3,-8.0,65.9,1.59,20.3,39.0,70.2,57.1,18.9,57.5,59.2,89.5,50.5,LAC,HOU,0,04/23/2021,W,48.0
391,130.0,52.0,98.0,53.1,9.0,30.0,30.0,17.0,22.0,77.3,8.0,31.0,39.0,33.0,9.0,7.0,5.0,21.0,2.0,98.0,120.4,-22.4,76.5,2.89,19.3,18.2,77.5,43.2,9.1,46.0,50.1,98.5,38.0,MEM,POR,0,04/23/2021,W,48.0
392,118.0,43.0,80.0,53.8,15.0,35.0,42.9,17.0,19.0,89.5,8.0,30.0,38.0,24.0,14.0,12.0,2.0,17.0,15.0,128.3,110.8,17.5,55.8,1.71,18.9,28.9,78.0,54.4,15.2,63.1,66.8,92.5,56.3,ATL,MIA,1,04/23/2021,W,48.0
393,103.0,38.0,79.0,48.1,13.0,37.0,35.1,14.0,16.0,87.5,6.0,24.0,30.0,24.0,13.0,10.0,5.0,18.0,-15.0,99.0,103.8,-4.8,66.7,1.71,17.4,18.2,70.5,45.7,13.3,47.8,52.7,105.0,48.5,MIA,ATL,0,04/23/2021,L,48.0
394,118.0,45.0,84.0,53.6,15.0,39.0,38.5,13.0,18.0,72.2,7.0,45.0,52.0,40.0,15.0,8.0,4.0,15.0,21.0,125.0,120.8,4.2,63.5,3.67,22.1,24.5,67.3,46.5,8.7,57.7,60.4,105.0,51.4,GSW,DEN,1,04/23/2021,W,48.0
395,104.0,38.0,94.0,40.4,17.0,42.0,40.5,11.0,16.0,68.8,15.0,39.0,54.0,21.0,19.0,6.0,6.0,20.0,-5.0,121.7,103.8,17.9,52.1,1.25,17.0,35.6,71.4,55.4,18.9,61.3,64.5,105.5,58.9,BOS,BKN,0,04/23/2021,L,48.0
396,110.0,43.0,90.0,47.8,10.0,30.0,33.3,14.0,17.0,82.4,12.0,33.0,45.0,26.0,16.0,7.0,5.0,28.0,-5.0,116.2,111.1,5.1,57.5,1.92,16.9,29.8,65.3,47.9,12.1,54.3,58.8,99.0,53.9,LAL,DAL,0,04/22/2021,L,48.0
397,91.0,35.0,77.0,45.5,8.0,22.0,36.4,13.0,22.0,59.1,9.0,34.0,43.0,15.0,18.0,2.0,5.0,22.0,-15.0,121.6,117.0,4.6,71.1,2.0,22.5,22.5,85.4,56.8,15.7,67.9,68.0,101.0,55.3,DET,SAS,0,04/22/2021,L,48.0
398,91.0,35.0,82.0,42.7,8.0,31.0,25.8,13.0,17.0,76.5,7.0,31.0,38.0,30.0,14.0,5.0,3.0,18.0,-17.0,96.8,115.2,-18.4,42.9,0.83,12.5,27.7,73.9,50.5,19.1,50.6,52.5,93.0,34.7,CHA,CHI,0,04/22/2021,L,48.0
399,135.0,50.0,90.0,55.6,12.0,28.0,42.9,23.0,26.0,88.5,12.0,46.0,58.0,34.0,15.0,2.0,3.0,16.0,35.0,111.3,93.8,17.5,69.8,1.67,21.3,30.4,83.7,57.9,18.6,57.5,58.8,97.0,58.7,NOP,ORL,0,04/22/2021,W,48.0
400,115.0,40.0,82.0,48.8,9.0,24.0,37.5,26.0,36.0,72.2,9.0,29.0,38.0,23.0,12.0,11.0,5.0,15.0,5.0,88.7,101.0,-12.4,50.0,1.06,14.1,24.5,66.7,43.9,17.5,44.3,46.8,97.5,38.5,DAL,LAL,1,04/22/2021,W,48.0
401,117.0,46.0,91.0,50.5,12.0,27.0,44.4,13.0,18.0,72.2,7.0,26.0,33.0,27.0,9.0,7.0,3.0,17.0,-7.0,99.0,135.0,-36.0,36.1,2.17,10.1,23.8,65.1,40.6,5.9,43.4,47.0,100.5,30.3,PHI,MIL,0,04/22/2021,L,48.0
402,108.0,43.0,87.0,49.4,14.0,43.0,32.6,8.0,11.0,72.7,11.0,39.0,50.0,30.0,18.0,8.0,2.0,14.0,17.0,135.0,99.0,36.0,68.0,2.27,22.8,34.9,76.2,59.4,15.0,62.2,66.5,100.5,69.7,CHI,CHA,1,04/22/2021,W,48.0
403,124.0,45.0,81.0,55.6,20.0,40.0,50.0,14.0,23.0,60.9,6.0,39.0,45.0,32.0,16.0,6.0,8.0,16.0,7.0,101.0,88.7,12.4,60.6,0.87,15.0,33.3,75.5,56.1,23.5,50.6,56.5,97.5,61.5,MIL,PHI,1,04/22/2021,W,48.0
404,99.0,33.0,77.0,42.9,12.0,40.0,30.0,21.0,24.0,87.5,10.0,38.0,48.0,20.0,23.0,7.0,2.0,12.0,13.0,115.2,96.8,18.4,75.7,2.8,21.2,26.1,72.3,49.5,10.9,53.1,57.7,93.0,65.3,BOS,PHX,1,04/22/2021,W,48.0
405,86.0,36.0,88.0,40.9,6.0,35.0,17.1,8.0,9.0,88.9,10.0,28.0,38.0,18.0,17.0,10.0,2.0,23.0,-13.0,117.0,121.6,-4.6,58.7,3.0,20.1,14.6,77.5,43.2,9.0,57.1,59.1,101.0,44.7,PHX,BOS,0,04/22/2021,L,48.0
406,100.0,36.0,98.0,36.7,13.0,36.0,36.1,15.0,19.0,78.9,13.0,27.0,40.0,13.0,6.0,6.0,6.0,18.0,-35.0,93.8,111.3,-17.5,85.7,2.14,22.2,16.3,69.6,42.1,14.4,47.6,50.8,97.0,41.3,ORL,NOP,1,04/22/2021,L,48.0
407,106.0,37.0,80.0,46.3,11.0,24.0,45.8,21.0,27.0,77.8,11.0,32.0,43.0,28.0,10.0,12.0,7.0,19.0,15.0,111.1,116.2,-5.1,60.5,1.63,18.4,34.7,70.2,52.1,16.2,53.3,56.4,99.0,46.1,SAS,DET,1,04/22/2021,W,48.0
408,106.0,39.0,88.0,44.3,13.0,39.0,33.3,15.0,17.0,88.2,16.0,30.0,46.0,24.0,14.0,7.0,5.0,16.0,1.0,130.6,125.0,5.6,67.4,2.07,22.0,15.2,71.4,46.7,14.3,69.6,73.0,99.0,52.3,DEN,POR,0,04/21/2021,W,48.0
409,116.0,48.0,104.0,46.2,9.0,29.0,31.0,11.0,16.0,68.8,17.0,38.0,55.0,26.0,17.0,8.0,3.0,18.0,-6.0,127.5,125.6,1.9,73.2,3.0,21.9,34.8,55.8,44.9,11.0,56.4,60.9,90.5,51.3,OKC,IND,0,04/21/2021,L,48.0
410,137.0,49.0,91.0,53.8,19.0,35.0,54.3,20.0,25.0,80.0,8.0,41.0,49.0,29.0,17.0,8.0,3.0,19.0,10.0,110.5,123.2,-12.6,50.0,1.46,14.7,30.6,60.8,46.0,13.7,53.0,55.8,95.0,41.9,NYK,ATL,1,04/21/2021,W,53.0
411,113.0,41.0,80.0,51.3,13.0,25.0,52.0,18.0,26.0,69.2,14.0,30.0,44.0,24.0,17.0,7.0,7.0,19.0,-3.0,132.3,121.9,10.4,54.3,4.17,18.4,29.4,72.7,49.5,6.3,58.7,61.4,96.0,52.9,PHI,PHX,1,04/21/2021,L,48.0
412,114.0,39.0,90.0,43.3,18.0,47.0,38.3,18.0,21.0,85.7,9.0,39.0,48.0,23.0,11.0,7.0,8.0,20.0,11.0,125.7,117.6,8.1,59.2,1.71,19.2,29.5,73.2,54.0,15.6,64.3,67.2,98.26,54.8,TOR,BKN,1,04/21/2021,W,48.0
413,117.0,38.0,84.0,45.2,14.0,27.0,51.9,27.0,36.0,75.0,10.0,33.0,43.0,28.0,13.0,4.0,5.0,17.0,12.0,102.0,114.0,-12.0,52.8,1.46,13.9,30.4,77.4,53.2,12.9,46.7,50.9,100.5,43.5,LAC,MEM,1,04/21/2021,W,48.0
414,127.0,49.0,102.0,48.0,12.0,34.0,35.3,17.0,24.0,70.8,12.0,29.0,41.0,28.0,10.0,10.0,3.0,18.0,-10.0,108.7,87.3,21.5,65.9,2.25,19.4,18.4,77.9,53.0,11.7,55.0,57.7,102.5,69.2,ATL,NYK,0,04/21/2021,L,53.0
415,87.0,31.0,77.0,40.3,10.0,35.0,28.6,15.0,20.0,75.0,7.0,31.0,38.0,21.0,11.0,1.0,7.0,15.0,-20.0,114.1,115.2,-1.1,52.5,1.91,16.7,29.2,64.0,46.9,12.0,52.9,56.1,92.0,49.5,SAS,MIA,1,04/21/2021,L,48.0
416,117.0,40.0,79.0,50.6,13.0,32.0,40.6,24.0,31.0,77.4,7.0,35.0,42.0,30.0,14.0,2.0,2.0,24.0,-10.0,125.6,127.5,-1.9,58.5,1.41,18.0,44.2,65.2,55.1,18.9,59.4,61.8,90.5,48.7,DET,DAL,0,04/21/2021,L,48.0
417,103.0,36.0,91.0,39.6,13.0,41.0,31.7,18.0,23.0,78.3,12.0,38.0,50.0,19.0,13.0,3.0,6.0,17.0,-11.0,120.2,97.8,22.5,71.8,3.5,21.9,27.3,79.2,54.3,9.0,54.8,58.3,89.0,60.5,BKN,TOR,0,04/21/2021,L,48.0
418,127.0,46.0,92.0,50.0,16.0,43.0,37.2,19.0,26.0,73.1,11.0,32.0,43.0,25.0,6.0,8.0,2.0,22.0,10.0,100.0,103.5,-3.5,55.0,1.29,14.5,25.4,66.1,44.5,14.9,47.0,51.7,114.0,44.4,DAL,DET,1,04/21/2021,W,48.0
419,107.0,39.0,83.0,47.0,13.0,31.0,41.9,16.0,20.0,80.0,9.0,35.0,44.0,28.0,8.0,8.0,1.0,20.0,20.0,122.2,105.0,17.2,60.0,2.25,19.9,21.7,77.3,48.9,12.1,60.2,62.8,99.5,56.2,MIA,SAS,0,04/21/2021,W,48.0
420,125.0,46.0,87.0,52.9,15.0,34.0,44.1,18.0,22.0,81.8,9.0,25.0,34.0,30.0,12.0,7.0,4.0,21.0,-3.0,115.2,114.1,1.1,61.5,1.71,18.0,36.0,70.8,53.1,15.2,51.7,55.5,92.0,50.5,MIN,SAC,0,04/21/2021,L,48.0
421,105.0,38.0,84.0,45.2,13.0,30.0,43.3,16.0,23.0,69.6,11.0,31.0,42.0,19.0,13.0,6.0,8.0,29.0,-12.0,108.4,116.2,-7.8,54.2,1.53,16.6,41.4,71.4,56.1,15.9,50.5,52.2,106.0,45.4,MEM,LAC,0,04/21/2021,L,48.0
422,122.0,46.0,101.0,45.5,14.0,40.0,35.0,16.0,20.0,80.0,14.0,33.0,47.0,30.0,11.0,13.0,7.0,16.0,6.0,125.0,130.6,-5.6,65.2,2.5,21.1,28.6,84.8,53.3,12.0,61.5,64.6,99.0,47.7,IND,OKC,1,04/21/2021,W,48.0
423,89.0,35.0,99.0,35.4,10.0,49.0,20.4,9.0,17.0,52.9,12.0,38.0,50.0,17.0,11.0,7.0,5.0,21.0,-23.0,123.2,110.5,12.6,73.7,2.15,19.6,39.2,69.4,54.0,13.7,53.6,58.6,95.0,58.1,HOU,UTA,1,04/21/2021,L,48.0
424,118.0,38.0,91.0,41.8,10.0,28.0,35.7,32.0,38.0,84.2,15.0,46.0,61.0,23.0,23.0,12.0,7.0,16.0,4.0,97.8,120.2,-22.5,67.7,1.91,17.5,20.8,72.7,45.7,12.4,46.8,50.7,89.0,39.5,WAS,GSW,1,04/21/2021,W,48.0
425,128.0,43.0,74.0,58.1,17.0,33.0,51.5,25.0,31.0,80.6,4.0,29.0,33.0,29.0,14.0,7.0,5.0,20.0,3.0,117.6,125.7,-8.1,57.1,2.8,18.5,26.8,70.5,46.0,9.3,53.9,56.4,98.26,45.2,SAC,MIN,1,04/21/2021,W,48.0
426,121.0,45.0,88.0,51.1,16.0,36.0,44.4,15.0,19.0,78.9,9.0,32.0,41.0,27.0,12.0,8.0,1.0,19.0,16.0,116.2,108.4,7.8,65.2,2.73,19.9,28.6,58.6,43.9,10.5,52.5,55.6,106.0,54.6,CLE,CHI,1,04/21/2021,W,48.0
427,112.0,41.0,90.0,45.6,17.0,46.0,37.0,13.0,16.0,81.3,9.0,52.0,61.0,27.0,12.0,7.0,4.0,16.0,23.0,103.5,100.0,3.5,60.5,1.0,14.7,33.9,74.6,55.5,20.2,47.3,54.8,114.0,55.6,UTA,HOU,0,04/21/2021,W,48.0
428,114.0,40.0,101.0,39.6,15.0,45.0,33.3,19.0,21.0,90.5,10.0,34.0,44.0,22.0,17.0,15.0,5.0,23.0,-4.0,87.3,108.7,-21.5,48.6,1.55,12.8,22.1,81.6,47.0,10.8,40.4,41.8,102.5,30.8,GSW,WAS,0,04/21/2021,L,48.0
429,105.0,39.0,79.0,49.4,13.0,37.0,35.1,14.0,18.0,77.8,7.0,34.0,41.0,27.0,20.0,6.0,4.0,24.0,-16.0,121.9,132.3,-10.4,75.0,2.14,21.7,27.3,70.6,50.5,14.6,58.9,63.1,96.0,47.1,CHI,CLE,0,04/21/2021,L,48.0
430,105.0,40.0,87.0,46.0,12.0,36.0,33.3,13.0,15.0,86.7,9.0,32.0,41.0,21.0,11.0,7.0,2.0,16.0,-1.0,114.0,102.0,12.0,59.0,2.09,17.2,22.6,69.6,46.8,11.0,53.3,57.4,100.5,56.5,POR,DEN,1,04/21/2021,L,48.0
431,116.0,41.0,86.0,47.7,15.0,42.0,35.7,19.0,21.0,90.5,10.0,23.0,33.0,30.0,10.0,7.0,8.0,21.0,3.0,105.0,122.2,-17.2,69.2,1.35,19.9,22.7,78.3,51.1,20.0,57.6,60.4,99.5,43.8,PHX,PHI,0,04/21/2021,W,48.0
432,112.0,39.0,94.0,41.5,9.0,34.0,26.5,25.0,29.0,86.2,18.0,47.0,65.0,20.0,14.0,6.0,3.0,22.0,16.0,122.9,128.8,-6.0,54.9,2.15,19.4,23.9,72.1,47.2,12.4,62.6,63.5,104.5,46.4,ATL,ORL,1,04/20/2021,W,48.0
433,97.0,39.0,86.0,45.3,16.0,39.0,41.0,3.0,8.0,37.5,11.0,28.0,39.0,26.0,13.0,6.0,3.0,10.0,-12.0,110.9,94.1,16.8,51.3,1.43,14.3,32.8,84.2,58.3,13.9,46.3,52.5,101.5,59.5,CHA,NYK,0,04/20/2021,L,48.0
434,109.0,40.0,83.0,48.2,18.0,45.0,40.0,11.0,12.0,91.7,11.0,28.0,39.0,22.0,12.0,5.0,6.0,13.0,12.0,110.2,122.5,-12.2,66.7,2.0,20.0,32.7,68.2,49.5,14.8,54.7,54.2,88.5,46.2,NYK,CHA,1,04/20/2021,W,48.0
435,113.0,45.0,90.0,50.0,11.0,38.0,28.9,12.0,15.0,80.0,10.0,35.0,45.0,24.0,10.0,3.0,3.0,15.0,1.0,120.4,121.5,-1.1,52.4,3.67,16.8,29.1,66.0,46.1,6.5,52.1,54.7,93.0,47.8,LAC,POR,0,04/20/2021,W,48.0
436,112.0,42.0,94.0,44.7,14.0,44.0,31.8,14.0,19.0,73.7,13.0,29.0,42.0,22.0,6.0,7.0,4.0,16.0,-1.0,94.1,110.9,-16.8,38.2,1.3,10.6,15.8,67.2,41.7,9.8,44.2,48.6,101.5,40.5,POR,LAC,1,04/20/2021,L,48.0
437,96.0,34.0,86.0,39.5,8.0,37.0,21.6,20.0,29.0,69.0,6.0,34.0,40.0,13.0,10.0,11.0,3.0,19.0,-16.0,115.4,130.1,-14.7,63.6,2.55,19.3,26.4,67.5,44.1,10.6,54.6,57.7,103.5,43.2,ORL,ATL,0,04/20/2021,L,48.0
438,134.0,49.0,89.0,55.1,14.0,37.0,37.8,22.0,28.0,78.6,10.0,34.0,44.0,30.0,13.0,7.0,2.0,21.0,5.0,130.1,115.4,14.7,66.7,1.89,22.7,32.5,73.6,55.9,17.5,66.7,68.1,103.5,56.8,BKN,NOP,0,04/20/2021,W,48.0
439,134.0,51.0,90.0,56.7,18.0,43.0,41.9,14.0,19.0,73.7,12.0,38.0,50.0,34.0,18.0,5.0,9.0,16.0,14.0,122.5,110.2,12.2,55.0,1.83,17.6,31.8,67.3,50.5,13.5,59.0,61.7,88.5,53.8,MIN,SAC,0,04/20/2021,W,48.0
440,129.0,51.0,91.0,56.0,12.0,33.0,36.4,15.0,24.0,62.5,7.0,30.0,37.0,28.0,13.0,5.0,2.0,21.0,-5.0,128.8,122.9,6.0,61.2,2.31,20.5,27.9,76.1,52.8,12.5,62.9,66.1,104.5,53.6,NOP,BKN,1,04/20/2021,L,48.0
441,120.0,44.0,97.0,45.4,18.0,42.0,42.9,14.0,16.0,87.5,13.0,26.0,39.0,28.0,11.0,10.0,3.0,17.0,-14.0,121.5,120.4,1.1,53.3,2.4,18.3,34.0,70.9,53.9,10.8,56.1,58.5,93.0,52.2,SAC,MIN,1,04/20/2021,L,48.0
442,109.0,36.0,84.0,42.9,8.0,28.0,28.6,29.0,35.0,82.9,9.0,48.0,57.0,27.0,12.0,4.0,4.0,23.0,15.0,109.0,106.1,2.9,59.5,1.47,18.0,29.8,72.9,51.6,17.0,54.7,57.2,99.5,51.4,SAS,IND,0,04/19/2021,W,48.0
443,128.0,51.0,106.0,48.1,17.0,42.0,40.5,9.0,10.0,90.0,8.0,37.0,45.0,28.0,11.0,7.0,4.0,16.0,1.0,112.4,114.3,-1.9,38.8,1.58,13.3,24.1,78.6,51.8,10.6,53.4,57.5,101.89,49.4,PHX,MIL,0,04/19/2021,W,53.0
444,107.0,36.0,83.0,43.4,13.0,33.0,39.4,22.0,27.0,81.5,9.0,39.0,48.0,23.0,19.0,6.0,2.0,26.0,-12.0,104.3,118.1,-13.8,50.0,1.7,14.4,16.7,84.8,44.4,10.8,50.6,53.9,93.5,39.4,OKC,WAS,0,04/19/2021,L,48.0
445,127.0,49.0,102.0,48.0,11.0,34.0,32.4,18.0,19.0,94.7,9.0,42.0,51.0,19.0,12.0,7.0,3.0,15.0,-1.0,100.9,113.3,-12.4,63.9,1.21,16.3,23.5,76.5,50.0,17.9,51.2,56.4,105.5,43.4,MIL,PHX,1,04/19/2021,L,53.0
446,96.0,36.0,77.0,46.8,10.0,25.0,40.0,14.0,15.0,93.3,3.0,36.0,39.0,21.0,16.0,8.0,3.0,15.0,-6.0,118.1,104.3,13.8,67.4,1.71,22.7,15.2,83.3,55.6,18.1,67.3,69.5,93.5,60.6,BOS,CHI,1,04/19/2021,L,48.0
447,113.0,45.0,93.0,48.4,19.0,48.0,39.6,4.0,7.0,57.1,11.0,41.0,52.0,31.0,15.0,7.0,5.0,19.0,22.0,100.0,106.3,-6.3,58.3,1.31,17.1,14.6,74.0,47.3,16.7,53.2,57.4,96.0,46.5,MIA,HOU,1,04/19/2021,W,48.0
448,111.0,43.0,75.0,57.3,15.0,33.0,45.5,10.0,11.0,90.9,2.0,40.0,42.0,29.0,17.0,5.0,5.0,20.0,14.0,107.0,97.0,10.0,44.1,0.94,12.1,22.7,75.4,52.5,16.0,53.9,59.4,99.5,51.7,UTA,LAL,0,04/19/2021,W,48.0
449,91.0,33.0,85.0,38.8,9.0,38.0,23.7,16.0,17.0,94.1,6.0,35.0,41.0,20.0,13.0,8.0,3.0,7.0,-22.0,106.1,109.0,-2.9,57.1,1.33,17.8,27.1,70.2,48.4,18.2,51.7,55.4,99.5,48.6,HOU,MIA,0,04/19/2021,L,48.0
450,139.0,51.0,102.0,50.0,15.0,39.0,38.5,22.0,26.0,84.6,13.0,45.0,58.0,30.0,24.0,6.0,6.0,19.0,2.0,97.0,107.0,-10.0,74.3,2.0,18.7,24.6,77.3,47.5,13.1,46.1,49.5,99.5,48.3,DEN,MEM,1,04/19/2021,W,58.0
451,94.0,34.0,104.0,32.7,8.0,34.0,23.5,18.0,27.0,66.7,14.0,40.0,54.0,20.0,7.0,4.0,7.0,27.0,-15.0,114.3,112.4,1.9,54.9,2.55,18.7,21.4,75.9,48.2,9.8,56.1,58.0,101.89,50.6,IND,SAS,1,04/19/2021,L,48.0
452,102.0,41.0,91.0,45.1,11.0,32.0,34.4,9.0,10.0,90.0,9.0,31.0,40.0,30.0,12.0,11.0,8.0,15.0,6.0,92.9,116.5,-23.6,60.6,1.54,15.7,17.3,70.0,43.1,13.3,44.1,49.2,97.5,42.6,CHI,BOS,0,04/19/2021,W,48.0
453,107.0,34.0,76.0,44.7,14.0,32.0,43.8,25.0,32.0,78.1,6.0,39.0,45.0,15.0,16.0,2.0,5.0,19.0,11.0,92.2,106.9,-14.7,58.8,2.86,13.9,29.3,78.8,49.6,6.9,36.5,40.6,102.0,34.5,GSW,PHI,0,04/19/2021,W,48.0
454,105.0,42.0,86.0,48.8,5.0,26.0,19.2,16.0,20.0,80.0,9.0,30.0,39.0,24.0,18.0,9.0,8.0,21.0,-4.0,116.5,92.9,23.6,68.9,2.07,21.7,30.0,82.7,56.9,15.5,58.6,58.8,97.5,57.4,CLE,DET,0,04/19/2021,L,48.0
455,97.0,34.0,79.0,43.0,12.0,28.0,42.9,17.0,25.0,68.0,5.0,27.0,32.0,17.0,10.0,10.0,1.0,14.0,-14.0,106.9,92.2,14.7,75.0,2.25,19.3,21.2,70.7,50.4,11.8,47.6,54.8,102.0,65.5,LAL,UTA,1,04/19/2021,L,48.0
456,109.0,42.0,86.0,48.8,10.0,27.0,37.0,15.0,21.0,71.4,10.0,34.0,44.0,25.0,17.0,8.0,5.0,22.0,4.0,113.2,113.9,-0.7,64.7,2.2,19.8,23.3,71.7,46.0,12.4,55.6,58.3,100.55,49.2,DET,CLE,1,04/19/2021,W,48.0
