,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Team,Opponent,Home,Date,Win,Minutes
1261,132.0,50.0,99.0,50.5,16.0,33.0,48.5,16.0,18.0,88.9,13.0,30.0,43.0,29.0,7.0,6.0,5.0,13.0,32.0,103.8,124.5,-20.8,43.9,1.13,13.4,19.6,73.2,43.5,15.1,52.2,56.0,106.0,39.9,PHX,POR,1,02/22/2021,W,48.0
1262,132.0,45.0,85.0,52.9,28.0,55.0,50.9,14.0,17.0,82.4,8.0,37.0,45.0,34.0,23.0,7.0,7.0,19.0,22.0,91.1,101.0,-9.9,45.9,1.21,12.6,27.9,81.6,51.8,13.9,42.6,44.9,101.0,41.2,UTA,CHA,1,02/22/2021,W,48.0
1263,100.0,37.0,84.0,44.0,12.0,39.0,30.8,14.0,19.0,73.7,13.0,33.0,46.0,15.0,17.0,6.0,6.0,17.0,-32.0,137.5,105.3,32.2,58.0,4.14,20.3,35.3,66.7,50.5,7.3,58.6,61.7,95.5,63.5,POR,PHX,0,02/22/2021,L,48.0
1264,124.0,49.0,104.0,47.1,15.0,44.0,34.1,11.0,17.0,64.7,12.0,33.0,45.0,29.0,20.0,9.0,11.0,29.0,-3.0,100.0,113.7,-13.7,62.5,1.11,16.4,18.2,72.9,46.7,19.1,52.7,57.1,94.5,39.4,LAL,WAS,1,02/22/2021,L,53.0
1265,108.0,36.0,81.0,44.4,15.0,40.0,37.5,21.0,25.0,84.0,10.0,35.0,45.0,30.0,13.0,7.0,6.0,20.0,14.0,105.3,137.5,-32.2,40.5,0.88,11.9,33.3,64.7,49.5,17.9,51.2,54.1,95.5,36.5,MIA,OKC,0,02/22/2021,W,48.0
1266,115.0,39.0,98.0,39.8,10.0,37.0,27.0,27.0,34.0,79.4,11.0,38.0,49.0,22.0,11.0,9.0,11.0,30.0,-5.0,107.3,115.8,-8.5,78.8,2.6,18.7,30.9,81.0,52.6,10.4,45.3,51.3,95.5,47.3,BOS,NOP,0,02/21/2021,L,53.0
1267,110.0,40.0,81.0,49.4,14.0,34.0,41.2,16.0,18.0,88.9,5.0,34.0,39.0,25.0,14.0,5.0,5.0,24.0,7.0,120.6,103.1,17.6,51.2,1.47,17.5,17.9,68.8,46.0,15.5,62.7,65.3,97.5,56.5,TOR,PHI,1,02/21/2021,W,48.0
1268,117.0,43.0,79.0,54.4,13.0,28.0,46.4,18.0,24.0,75.0,5.0,32.0,37.0,22.0,15.0,9.0,3.0,18.0,16.0,104.2,108.4,-4.2,72.7,1.5,18.0,26.4,70.6,48.1,16.8,50.0,54.3,95.0,49.5,OKC,CLE,0,02/21/2021,W,48.0
1269,101.0,39.0,84.0,46.4,8.0,35.0,22.9,15.0,20.0,75.0,14.0,28.0,42.0,22.0,18.0,9.0,4.0,17.0,-16.0,95.0,104.0,-8.9,67.6,2.09,16.9,22.0,85.4,50.5,10.9,43.4,47.9,101.0,43.0,CLE,OKC,1,02/21/2021,L,48.0
1270,96.0,34.0,91.0,37.4,11.0,40.0,27.5,17.0,21.0,81.0,9.0,40.0,49.0,23.0,11.0,10.0,4.0,21.0,-9.0,110.2,114.3,-4.1,60.0,1.41,17.3,34.0,79.2,57.3,17.3,54.6,56.9,98.0,48.3,DET,ORL,0,02/21/2021,L,48.0
1271,123.0,42.0,81.0,51.9,12.0,34.0,35.3,27.0,33.0,81.8,10.0,34.0,44.0,29.0,11.0,6.0,4.0,20.0,8.0,114.3,110.2,4.1,47.7,3.5,16.2,20.8,66.0,42.7,6.1,53.8,55.8,98.0,51.7,ATL,DEN,1,02/21/2021,W,48.0
1272,99.0,33.0,82.0,40.2,16.0,35.0,45.7,17.0,21.0,81.0,7.0,36.0,43.0,24.0,16.0,6.0,3.0,24.0,-4.0,103.1,120.6,-17.6,56.4,1.22,16.3,31.3,82.1,54.0,18.4,51.2,54.4,97.5,43.5,MIN,NYK,0,02/21/2021,L,48.0
1273,112.0,44.0,92.0,47.8,11.0,38.0,28.9,13.0,19.0,68.4,9.0,31.0,40.0,21.0,6.0,10.0,4.0,19.0,4.0,115.8,107.3,8.5,62.5,1.79,19.5,19.0,69.1,47.4,14.7,58.0,61.9,95.5,52.7,BKN,LAC,0,02/21/2021,W,48.0
1274,105.0,35.0,81.0,43.2,9.0,30.0,30.0,26.0,29.0,89.7,5.0,46.0,51.0,24.0,12.0,7.0,8.0,18.0,9.0,120.8,108.5,12.3,50.0,1.22,14.9,40.0,71.2,56.9,17.0,55.0,60.5,106.0,57.7,ORL,DET,1,02/21/2021,W,48.0
1275,115.0,44.0,100.0,44.0,12.0,33.0,36.4,15.0,20.0,75.0,14.0,29.0,43.0,29.0,13.0,6.0,3.0,26.0,-13.0,111.1,105.5,5.6,52.4,1.69,15.1,27.1,73.8,50.8,12.0,50.5,54.4,98.26,52.0,SAC,MIL,0,02/21/2021,L,48.0
1276,108.0,40.0,87.0,46.0,15.0,35.0,42.9,13.0,18.0,72.2,16.0,36.0,52.0,24.0,17.0,3.0,4.0,17.0,-4.0,108.5,120.8,-12.3,65.9,2.23,19.1,28.8,60.0,43.1,12.3,50.0,52.8,106.0,42.3,LAC,BKN,1,02/21/2021,L,48.0
1277,103.0,33.0,85.0,38.8,11.0,37.0,29.7,26.0,35.0,74.3,11.0,34.0,45.0,26.0,10.0,8.0,7.0,21.0,-7.0,104.0,95.0,8.9,68.6,2.0,18.2,14.6,78.0,49.5,11.9,48.8,56.0,101.0,57.0,PHI,TOR,0,02/21/2021,L,48.0
1278,120.0,42.0,94.0,44.7,11.0,36.0,30.6,25.0,37.0,67.6,12.0,40.0,52.0,22.0,13.0,5.0,7.0,24.0,5.0,124.2,116.2,8.1,69.0,2.64,21.0,23.8,85.4,54.2,11.1,59.3,64.4,99.0,55.2,NOP,BOS,1,02/21/2021,W,53.0
1279,128.0,44.0,90.0,48.9,11.0,28.0,39.3,29.0,36.0,80.6,14.0,42.0,56.0,22.0,18.0,8.0,5.0,19.0,13.0,105.5,111.1,-5.6,56.4,2.0,15.1,26.2,72.9,49.2,10.1,44.9,50.9,98.26,48.0,MIL,SAC,1,02/21/2021,W,48.0
1280,103.0,33.0,78.0,42.3,6.0,18.0,33.3,31.0,38.0,81.6,11.0,37.0,48.0,17.0,13.0,4.0,4.0,25.0,4.0,108.4,104.2,4.2,51.5,1.31,13.4,29.4,73.6,51.9,13.7,46.2,54.4,95.0,50.5,NYK,MIN,1,02/21/2021,W,48.0
1281,115.0,43.0,84.0,51.2,16.0,36.0,44.4,13.0,16.0,81.3,3.0,30.0,33.0,25.0,13.0,8.0,3.0,24.0,-8.0,116.2,124.2,-8.1,58.1,1.92,19.4,14.6,76.2,45.8,13.1,60.7,63.2,99.0,44.8,DEN,ATL,0,02/21/2021,L,48.0
1282,128.0,46.0,86.0,53.5,24.0,46.0,52.2,12.0,13.0,92.3,5.0,36.0,41.0,35.0,12.0,5.0,7.0,14.0,31.0,99.0,133.3,-34.4,52.8,1.58,13.7,37.3,80.5,55.0,12.2,41.4,47.0,97.0,35.7,PHX,MEM,0,02/20/2021,W,48.0
1283,111.0,37.0,103.0,35.9,19.0,55.0,34.5,18.0,25.0,72.0,17.0,33.0,50.0,19.0,13.0,10.0,7.0,22.0,-7.0,97.9,100.0,-2.1,75.8,1.67,18.8,22.6,73.6,48.1,15.6,47.0,51.4,96.0,49.5,POR,WAS,1,02/20/2021,L,48.0
1284,122.0,49.0,82.0,59.8,11.0,23.0,47.8,13.0,15.0,86.7,2.0,36.0,38.0,24.0,14.0,5.0,8.0,23.0,8.0,104.1,103.1,1.0,62.2,0.92,18.3,15.8,80.4,52.8,25.5,62.7,64.6,97.5,49.4,CHI,SAC,1,02/20/2021,W,48.0
1285,114.0,44.0,98.0,44.9,8.0,29.0,27.6,18.0,22.0,81.8,12.0,29.0,41.0,22.0,7.0,8.0,3.0,18.0,-8.0,104.7,112.4,-7.7,51.4,1.46,13.1,30.4,68.8,46.2,12.3,45.1,48.7,105.5,40.8,SAC,CHI,0,02/20/2021,L,48.0
1286,97.0,36.0,93.0,38.7,5.0,33.0,15.2,20.0,23.0,87.0,17.0,32.0,49.0,19.0,12.0,5.0,4.0,12.0,-31.0,112.4,104.7,7.7,51.1,1.35,16.2,31.3,69.6,53.8,16.2,53.9,58.0,105.5,59.2,MEM,PHX,1,02/20/2021,L,48.0
1287,102.0,37.0,75.0,49.3,20.0,40.0,50.0,8.0,9.0,88.9,4.0,40.0,44.0,23.0,25.0,7.0,2.0,22.0,2.0,100.0,97.9,2.1,66.7,1.71,17.9,26.4,77.4,51.9,14.6,47.1,50.5,96.0,50.5,CHA,GSW,1,02/20/2021,W,48.0
1288,96.0,36.0,85.0,42.4,8.0,28.0,28.6,16.0,23.0,69.6,10.0,39.0,49.0,24.0,14.0,8.0,3.0,20.0,2.0,133.3,99.0,34.4,76.1,2.92,25.2,19.5,62.7,45.0,12.5,67.4,69.8,97.0,64.3,MIA,LAL,0,02/20/2021,W,48.0
1289,94.0,33.0,84.0,39.3,13.0,45.0,28.9,15.0,17.0,88.2,6.0,37.0,43.0,25.0,15.0,5.0,6.0,17.0,-2.0,103.1,104.1,-1.0,62.2,1.64,17.7,19.6,84.2,47.2,14.4,51.2,54.1,97.5,50.6,LAL,MIA,1,02/20/2021,L,48.0
1290,100.0,37.0,85.0,43.5,13.0,39.0,33.3,13.0,17.0,76.5,9.0,30.0,39.0,23.0,14.0,10.0,3.0,12.0,-2.0,122.0,116.3,5.7,49.0,1.71,18.8,14.3,73.2,50.5,14.0,66.5,68.8,99.0,55.2,GSW,CHA,0,02/20/2021,L,48.0
1291,118.0,45.0,89.0,50.6,6.0,26.0,23.1,22.0,29.0,75.9,12.0,42.0,54.0,23.0,17.0,8.0,3.0,19.0,7.0,116.3,122.0,-5.7,50.0,3.14,16.3,26.8,85.7,49.5,7.1,49.0,52.9,99.0,44.8,WAS,POR,0,02/20/2021,W,48.0
1292,116.0,43.0,89.0,48.3,10.0,30.0,33.3,20.0,22.0,90.9,11.0,34.0,45.0,22.0,11.0,5.0,4.0,20.0,4.0,88.0,92.5,-4.4,75.0,1.41,18.8,23.5,66.1,46.4,18.5,44.0,46.1,92.5,48.8,LAC,UTA,1,02/19/2021,W,48.0
1293,98.0,35.0,86.0,40.7,11.0,34.0,32.4,17.0,25.0,68.0,11.0,50.0,61.0,23.0,13.0,5.0,6.0,18.0,13.0,116.7,108.2,8.4,56.1,1.53,16.8,36.7,69.1,53.8,15.6,51.1,56.1,96.5,54.5,MIL,OKC,1,02/19/2021,W,48.0
1294,105.0,40.0,95.0,42.1,7.0,32.0,21.9,18.0,18.0,100.0,13.0,29.0,42.0,24.0,11.0,5.0,6.0,20.0,-7.0,107.3,125.0,-17.7,76.9,1.67,21.3,31.3,72.2,48.8,18.8,54.2,55.8,96.0,42.4,CHI,PHI,0,02/19/2021,L,48.0
1295,124.0,46.0,94.0,48.9,18.0,43.0,41.9,14.0,17.0,82.4,8.0,43.0,51.0,30.0,13.0,7.0,8.0,19.0,4.0,119.8,107.9,11.9,52.0,1.44,18.7,28.6,70.4,52.1,17.8,63.3,64.1,101.0,54.4,ORL,GSW,1,02/19/2021,W,48.0
1296,132.0,51.0,88.0,58.0,22.0,39.0,56.4,8.0,12.0,66.7,4.0,33.0,37.0,38.0,13.0,8.0,4.0,17.0,18.0,111.8,130.7,-18.9,66.7,2.0,20.6,16.7,84.6,49.4,13.7,57.9,61.6,101.5,44.1,PHX,NOP,0,02/19/2021,W,48.0
1297,120.0,46.0,80.0,57.5,15.0,31.0,48.4,13.0,17.0,76.5,6.0,31.0,37.0,24.0,17.0,9.0,2.0,17.0,17.0,117.0,114.3,2.7,65.2,2.31,20.7,20.8,79.6,52.0,12.3,58.5,61.1,105.5,52.5,DEN,CLE,0,02/19/2021,W,48.0
1298,109.0,38.0,90.0,42.2,10.0,30.0,33.3,23.0,25.0,92.0,13.0,28.0,41.0,21.0,14.0,14.0,6.0,14.0,-12.0,92.5,88.0,4.4,57.1,1.07,12.4,33.9,76.5,53.6,16.1,40.0,45.4,92.5,51.2,ATL,BOS,0,02/19/2021,L,48.0
1299,95.0,36.0,86.0,41.9,14.0,45.0,31.1,9.0,13.0,69.2,13.0,32.0,45.0,27.0,21.0,8.0,7.0,22.0,-14.0,125.0,107.3,17.7,52.2,1.41,18.6,27.8,68.8,51.2,17.7,66.9,68.6,96.0,57.6,DET,MEM,0,02/19/2021,L,48.0
1300,114.0,42.0,82.0,51.2,11.0,32.0,34.4,19.0,24.0,79.2,6.0,31.0,37.0,28.0,14.0,11.0,3.0,16.0,-18.0,114.3,117.0,-2.7,80.4,2.85,24.5,20.4,79.2,48.0,12.4,57.2,57.9,105.5,47.5,NOP,PHX,1,02/19/2021,L,48.0
1301,85.0,31.0,85.0,36.5,12.0,40.0,30.0,11.0,21.0,52.4,8.0,38.0,46.0,20.0,12.0,4.0,5.0,23.0,-13.0,101.0,87.6,13.4,65.7,1.77,17.3,25.9,83.6,56.5,13.4,47.1,50.5,97.0,63.4,OKC,MIL,0,02/19/2021,L,48.0
1302,112.0,41.0,86.0,47.7,12.0,34.0,35.3,18.0,21.0,85.7,6.0,32.0,38.0,13.0,11.0,7.0,6.0,22.0,-4.0,96.0,111.2,-15.3,75.0,1.29,19.1,30.2,68.0,48.5,21.2,50.0,51.8,98.5,40.9,UTA,LAC,0,02/19/2021,L,48.0
1303,112.0,41.0,87.0,47.1,7.0,21.0,33.3,23.0,29.0,79.3,16.0,37.0,53.0,23.0,15.0,5.0,7.0,18.0,7.0,117.2,110.9,6.3,51.2,2.0,16.5,25.5,78.7,52.1,11.1,53.9,58.8,100.0,54.2,PHI,CHI,1,02/19/2021,W,48.0
1304,121.0,50.0,90.0,55.6,14.0,35.0,40.0,7.0,10.0,70.0,9.0,35.0,44.0,26.0,18.0,8.0,12.0,21.0,12.0,110.9,117.2,-6.3,31.7,1.18,10.5,21.3,74.5,47.9,10.9,54.7,58.8,100.0,45.8,BOS,ATL,1,02/19/2021,W,48.0
1305,86.0,28.0,85.0,32.9,12.0,40.0,30.0,18.0,22.0,81.8,15.0,36.0,51.0,16.0,15.0,8.0,6.0,16.0,5.0,130.7,111.8,18.9,74.5,2.92,26.4,15.4,83.3,50.6,12.9,70.5,70.8,101.5,55.9,TOR,MIN,0,02/19/2021,W,48.0
1306,81.0,32.0,83.0,38.6,9.0,38.0,23.7,8.0,11.0,72.7,6.0,37.0,43.0,24.0,17.0,6.0,9.0,23.0,-5.0,107.9,119.8,-11.9,55.3,1.5,15.2,29.6,71.4,47.9,13.9,47.8,54.0,101.0,45.6,MIN,TOR,1,02/19/2021,L,48.0
1307,103.0,39.0,83.0,47.0,12.0,31.0,38.7,13.0,21.0,61.9,13.0,21.0,34.0,30.0,18.0,8.0,4.0,15.0,-17.0,87.6,101.0,-13.4,64.5,1.67,15.7,16.4,74.1,43.5,12.4,43.5,45.1,97.0,36.6,CLE,DEN,1,02/19/2021,L,48.0
1308,120.0,46.0,97.0,47.4,19.0,42.0,45.2,9.0,15.0,60.0,9.0,36.0,45.0,37.0,13.0,8.0,0.0,19.0,-4.0,108.2,116.7,-8.4,60.0,2.18,17.4,30.9,63.3,46.2,11.3,45.8,51.0,96.5,45.5,GSW,ORL,0,02/19/2021,L,48.0
1309,109.0,42.0,90.0,46.7,5.0,20.0,25.0,20.0,23.0,87.0,13.0,36.0,49.0,20.0,13.0,12.0,4.0,13.0,14.0,111.2,96.0,15.3,47.6,1.54,15.0,32.0,69.8,51.5,13.3,49.4,54.4,98.5,59.1,MEM,DET,1,02/19/2021,W,48.0
1310,109.0,38.0,77.0,49.4,18.0,39.0,46.2,15.0,24.0,62.5,8.0,31.0,39.0,23.0,14.0,9.0,3.0,18.0,11.0,104.3,116.0,-11.7,52.5,1.31,16.7,23.9,76.2,48.9,17.0,53.0,55.0,94.0,46.0,BKN,LAL,0,02/18/2021,W,48.0
1311,110.0,43.0,93.0,46.2,15.0,41.0,36.6,9.0,16.0,56.3,13.0,31.0,44.0,29.0,16.0,7.0,3.0,18.0,-8.0,108.9,116.8,-7.9,67.4,1.81,19.9,29.6,70.8,49.0,15.8,54.3,55.0,101.0,42.9,SAC,MIA,1,02/18/2021,L,48.0
1312,110.0,38.0,78.0,48.7,12.0,35.0,34.3,22.0,23.0,95.7,2.0,35.0,37.0,26.0,9.0,6.0,6.0,21.0,14.0,116.0,104.3,11.7,60.5,1.64,18.1,23.8,76.1,51.1,14.9,61.0,62.2,94.0,54.0,TOR,MIL,0,02/18/2021,W,48.0
1313,96.0,35.0,88.0,39.8,10.0,34.0,29.4,16.0,23.0,69.6,15.0,37.0,52.0,23.0,15.0,6.0,2.0,23.0,-14.0,101.1,113.4,-12.3,65.7,1.53,16.8,33.9,92.7,58.8,15.8,45.5,48.9,96.0,39.7,MIL,TOR,1,02/18/2021,L,48.0
1314,98.0,40.0,83.0,48.2,8.0,30.0,26.7,10.0,14.0,71.4,10.0,29.0,39.0,21.0,16.0,7.0,4.0,16.0,-11.0,113.4,101.1,12.3,68.4,2.89,20.8,7.3,66.1,41.2,9.3,56.4,62.4,96.0,60.3,LAL,BKN,1,02/18/2021,L,48.0
1315,118.0,49.0,95.0,51.6,12.0,34.0,35.3,8.0,10.0,80.0,8.0,37.0,45.0,36.0,16.0,8.0,2.0,15.0,8.0,116.8,108.9,7.9,73.5,2.25,24.0,29.2,70.4,51.0,15.8,57.9,59.4,101.0,57.1,MIA,SAC,0,02/18/2021,W,48.0
1316,134.0,49.0,97.0,50.5,13.0,26.0,50.0,23.0,27.0,85.2,10.0,41.0,51.0,31.0,15.0,5.0,7.0,18.0,6.0,132.6,131.9,0.7,56.5,2.89,19.5,26.1,57.1,42.1,9.5,61.1,64.3,94.5,49.5,IND,MIN,0,02/17/2021,W,53.0
1317,122.0,44.0,77.0,57.1,8.0,24.0,33.3,26.0,31.0,83.9,8.0,29.0,37.0,19.0,15.0,8.0,2.0,18.0,8.0,119.6,115.3,4.3,63.3,2.07,19.6,30.0,70.3,52.6,13.4,57.2,61.5,100.98,51.9,ATL,BOS,0,02/17/2021,W,48.0
1318,128.0,45.0,107.0,42.1,15.0,40.0,37.5,23.0,25.0,92.0,11.0,33.0,44.0,37.0,11.0,12.0,8.0,20.0,-6.0,124.3,127.5,-3.2,47.9,1.77,16.8,23.4,73.3,47.8,12.6,61.4,64.1,102.5,47.0,MIN,IND,1,02/17/2021,L,53.0
1319,128.0,48.0,92.0,52.2,17.0,38.0,44.7,15.0,18.0,83.3,10.0,32.0,42.0,23.0,13.0,7.0,7.0,26.0,-2.0,123.2,115.2,8.1,43.2,1.27,15.0,25.7,62.5,47.0,15.2,62.3,67.3,99.0,56.6,DEN,WAS,0,02/17/2021,L,48.0
1320,105.0,41.0,85.0,48.2,8.0,28.0,28.6,15.0,24.0,62.5,8.0,38.0,46.0,29.0,13.0,8.0,7.0,20.0,3.0,109.7,119.6,-9.9,71.4,1.39,18.5,15.2,76.1,45.7,17.5,57.1,62.6,102.5,41.0,CHI,DET,1,02/17/2021,W,48.0
1321,96.0,38.0,86.0,44.2,9.0,26.0,34.6,11.0,17.0,64.7,9.0,38.0,47.0,18.0,17.0,5.0,2.0,19.0,-18.0,107.0,89.0,18.0,64.3,1.93,19.4,23.5,78.2,51.9,14.0,54.3,55.5,100.0,61.7,LAC,UTA,1,02/17/2021,L,48.0
1322,120.0,43.0,95.0,45.3,18.0,52.0,34.6,16.0,21.0,76.2,9.0,37.0,46.0,32.0,16.0,10.0,1.0,19.0,8.0,93.2,112.9,-19.7,47.4,1.06,13.5,24.0,68.4,47.7,16.5,49.4,51.3,102.0,41.1,GSW,MIA,1,02/17/2021,W,53.0
1323,124.0,43.0,89.0,48.3,15.0,32.0,46.9,23.0,29.0,79.3,18.0,33.0,51.0,25.0,12.0,5.0,1.0,15.0,-2.0,109.1,102.8,6.3,74.4,2.0,20.6,23.2,79.2,50.5,14.5,54.7,57.6,99.17,52.3,NOP,POR,1,02/17/2021,L,48.0
1324,113.0,42.0,92.0,45.7,15.0,47.0,31.9,14.0,18.0,77.8,9.0,30.0,39.0,26.0,18.0,13.0,6.0,24.0,-5.0,102.0,106.1,-4.1,40.5,1.15,12.2,16.7,76.6,46.3,13.0,50.0,55.1,99.5,44.4,HOU,PHI,0,02/17/2021,L,48.0
1325,113.0,35.0,78.0,44.9,19.0,41.0,46.3,24.0,28.0,85.7,6.0,33.0,39.0,25.0,18.0,5.0,3.0,25.0,-9.0,103.7,107.3,-3.6,61.9,1.44,17.9,18.9,70.5,42.3,16.5,53.8,56.5,109.5,46.1,OKC,MEM,0,02/17/2021,L,48.0
1326,107.0,42.0,92.0,45.7,16.0,34.0,47.1,7.0,10.0,70.0,10.0,40.0,50.0,27.0,14.0,10.0,7.0,15.0,18.0,115.3,119.6,-4.3,82.2,3.36,22.2,29.7,70.0,47.4,9.9,49.1,54.2,100.98,48.1,ORL,NYK,1,02/17/2021,W,48.0
1327,89.0,33.0,87.0,37.9,7.0,27.0,25.9,16.0,19.0,84.2,10.0,36.0,46.0,16.0,16.0,7.0,5.0,14.0,-18.0,106.1,102.0,4.1,70.7,2.23,20.9,23.4,83.3,53.7,13.1,52.9,54.9,99.5,55.6,NYK,ORL,0,02/17/2021,L,48.0
1328,114.0,42.0,98.0,42.9,13.0,40.0,32.5,17.0,20.0,85.0,17.0,36.0,53.0,19.0,13.0,12.0,3.0,15.0,18.0,112.9,93.2,19.7,45.2,1.46,13.8,31.6,76.0,52.3,12.9,49.5,53.4,102.0,58.9,UTA,LAC,0,02/17/2021,W,48.0
1329,102.0,37.0,82.0,45.1,8.0,28.0,28.6,20.0,24.0,83.3,6.0,34.0,40.0,15.0,13.0,9.0,2.0,21.0,-3.0,89.0,107.0,-18.0,48.5,1.0,12.5,21.8,76.5,48.1,16.0,42.0,46.7,100.0,38.3,DET,CHI,0,02/17/2021,L,48.0
1330,118.0,39.0,81.0,48.1,12.0,26.0,46.2,28.0,32.0,87.5,7.0,40.0,47.0,23.0,23.0,12.0,6.0,21.0,5.0,127.5,124.3,3.2,70.5,2.21,21.4,26.7,76.6,52.2,13.7,59.9,64.4,102.5,53.0,PHI,HOU,1,02/17/2021,W,48.0
1331,114.0,40.0,86.0,46.5,10.0,31.0,32.3,24.0,27.0,88.9,11.0,26.0,37.0,22.0,16.0,9.0,3.0,27.0,-8.0,115.2,123.2,-8.1,55.0,1.38,15.8,37.5,74.3,53.0,16.2,52.3,58.2,99.0,43.4,BOS,ATL,1,02/17/2021,L,48.0
1332,126.0,46.0,90.0,51.1,18.0,41.0,43.9,16.0,18.0,88.9,7.0,24.0,31.0,26.0,9.0,6.0,7.0,19.0,2.0,107.3,103.7,3.6,59.0,1.0,15.8,29.5,81.1,57.7,20.9,55.6,62.1,109.5,53.9,POR,NOP,0,02/17/2021,W,48.0
1333,122.0,42.0,83.0,50.6,12.0,26.0,46.2,26.0,33.0,78.8,7.0,37.0,44.0,31.0,13.0,14.0,4.0,18.0,9.0,119.6,109.7,9.9,73.8,2.38,21.5,23.9,84.8,54.3,12.7,57.8,62.6,102.5,59.0,MEM,OKC,1,02/17/2021,W,48.0
1334,112.0,44.0,97.0,45.4,13.0,36.0,36.1,11.0,12.0,91.7,7.0,42.0,49.0,28.0,18.0,8.0,5.0,22.0,-8.0,102.8,109.1,-6.3,63.6,1.56,18.9,20.8,76.8,49.5,16.5,52.1,54.8,99.17,47.7,MIA,GSW,0,02/17/2021,L,53.0
1335,130.0,44.0,86.0,51.2,15.0,33.0,45.5,27.0,34.0,79.4,9.0,36.0,45.0,31.0,14.0,7.0,3.0,20.0,2.0,131.9,132.6,-0.7,58.1,2.08,17.9,42.9,73.9,57.9,12.8,56.7,60.9,94.5,50.5,WAS,DEN,1,02/17/2021,W,48.0
1336,104.0,39.0,93.0,41.9,16.0,34.0,47.1,10.0,13.0,76.9,11.0,27.0,38.0,26.0,15.0,11.0,4.0,27.0,-8.0,106.1,115.5,-9.3,66.7,1.73,18.2,34.5,78.9,52.7,15.3,50.5,52.7,97.5,41.5,MIN,LAL,1,02/16/2021,L,48.0
1337,144.0,56.0,91.0,61.5,19.0,38.0,50.0,13.0,17.0,76.5,11.0,36.0,47.0,33.0,19.0,14.0,4.0,19.0,31.0,132.0,130.5,1.4,59.6,2.8,21.7,11.4,87.5,52.0,10.3,69.5,72.2,96.0,51.6,NOP,MEM,0,02/16/2021,W,48.0
1338,112.0,39.0,81.0,48.1,15.0,42.0,35.7,19.0,21.0,90.5,10.0,33.0,43.0,26.0,22.0,7.0,1.0,22.0,13.0,115.5,106.1,9.3,47.6,1.11,16.0,21.1,65.5,47.3,18.6,61.7,64.9,97.5,58.5,BOS,DEN,1,02/16/2021,W,48.0
1339,99.0,38.0,84.0,45.2,9.0,34.0,26.5,14.0,15.0,93.3,11.0,27.0,38.0,25.0,17.0,12.0,3.0,18.0,-13.0,117.3,105.1,12.3,61.9,2.6,18.4,29.3,80.8,53.6,10.2,54.2,55.6,98.5,52.4,DEN,BOS,0,02/16/2021,L,48.0
1340,124.0,48.0,88.0,54.5,16.0,37.0,43.2,12.0,12.0,100.0,4.0,30.0,34.0,28.0,6.0,7.0,3.0,15.0,-4.0,117.0,105.6,11.4,54.3,1.67,17.6,23.4,84.4,53.3,14.2,59.9,61.9,106.5,52.3,PHX,BKN,1,02/16/2021,L,48.0
1341,104.0,37.0,85.0,43.5,10.0,33.0,30.3,20.0,27.0,74.1,7.0,39.0,46.0,23.0,11.0,6.0,3.0,16.0,-11.0,114.3,101.0,13.3,66.7,1.18,18.6,37.2,73.9,56.2,22.4,57.4,62.1,98.0,52.0,OKC,POR,1,02/16/2021,L,48.0
1342,115.0,42.0,96.0,43.8,20.0,47.0,42.6,11.0,17.0,64.7,15.0,39.0,54.0,26.0,10.0,6.0,8.0,23.0,11.0,105.1,117.3,-12.3,62.2,2.09,17.6,19.2,70.7,46.4,11.1,49.4,53.7,98.5,47.6,POR,OKC,0,02/16/2021,W,48.0
1343,128.0,47.0,82.0,57.3,20.0,40.0,50.0,14.0,15.0,93.3,4.0,33.0,37.0,28.0,10.0,4.0,4.0,11.0,4.0,105.6,117.0,-11.4,62.5,1.47,18.0,15.6,76.6,46.7,15.9,56.6,60.1,106.5,47.7,BKN,PHX,0,02/16/2021,W,48.0
1344,112.0,42.0,77.0,54.5,11.0,26.0,42.3,17.0,21.0,81.0,6.0,32.0,38.0,20.0,18.0,8.0,8.0,14.0,8.0,130.5,132.0,-1.4,58.3,4.67,21.9,12.5,88.6,48.0,6.3,63.6,66.5,96.0,48.4,LAL,MIN,0,02/16/2021,W,48.0
1345,113.0,42.0,88.0,47.7,13.0,31.0,41.9,16.0,18.0,88.9,9.0,23.0,32.0,23.0,19.0,10.0,0.0,18.0,-31.0,108.7,137.1,-28.5,54.8,1.21,16.7,23.4,62.2,40.5,18.3,55.1,58.9,104.5,36.0,MEM,NOP,1,02/16/2021,L,48.0
1346,113.0,40.0,83.0,48.2,14.0,37.0,37.8,19.0,25.0,76.0,5.0,36.0,41.0,25.0,17.0,10.0,5.0,17.0,-11.0,137.1,108.7,28.5,58.9,1.74,21.7,37.8,76.6,59.5,18.1,72.0,73.1,104.5,64.0,MIL,TOR,1,02/16/2021,L,48.0
1347,124.0,46.0,91.0,50.5,17.0,43.0,39.5,15.0,21.0,71.4,8.0,36.0,44.0,25.0,15.0,8.0,6.0,18.0,11.0,101.0,114.3,-13.3,65.8,1.47,18.5,26.1,62.8,43.8,17.3,50.6,54.6,98.0,48.0,TOR,MIL,0,02/16/2021,W,48.0
